year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
2000,"""BOISE, ID""","""SEATTLE, WA""",202,399,831,80,0.51,5.988961,0,0,1,4.382027,35.86766,0.51,6.72263
1997,"""BOISE, ID""","""SPOKANE, WA""",203,287,374,58,0.6874,5.659482,0,0,0,4.060443,32.02974,0.6874,5.924256
1998,"""BOISE, ID""","""SPOKANE, WA""",203,287,382,60,0.6151,5.659482,1,0,0,4.094345,32.02974,0.6151,5.945421
1999,"""BOISE, ID""","""SPOKANE, WA""",203,287,427,60,0.6454,5.659482,0,1,0,4.094345,32.02974,0.6454,6.056784
2000,"""BOISE, ID""","""SPOKANE, WA""",203,287,445,66,0.6772,5.659482,0,0,1,4.189655,32.02974,0.6772,6.098074
1997,"""BOSTON, MA""","""BUFFALO, NY""",204,396,331,176,0.8757,5.981414,0,0,0,5.170484,35.77732,0.8757,5.802118
1998,"""BOSTON, MA""","""BUFFALO, NY""",204,396,293,182,0.8785,5.981414,1,0,0,5.204007,35.77732,0.8785,5.680172
1999,"""BOSTON, MA""","""BUFFALO, NY""",204,396,257,197,0.8944,5.981414,0,1,0,5.283204,35.77732,0.8944,5.549076
2000,"""BOSTON, MA""","""BUFFALO, NY""",204,396,212,210,0.9307,5.981414,0,0,1,5.347107,35.77732,0.9307,5.356586
1997,"""BOSTON, MA""","""CHARLOTTE, NC""",205,727,448,229,0.8966,6.588926,0,0,0,5.433722,43.41395,0.8966,6.104793
1998,"""BOSTON, MA""","""CHARLOTTE, NC""",205,727,440,219,0.8831,6.588926,1,0,0,5.389072,43.41395,0.8831,6.086775
1999,"""BOSTON, MA""","""CHARLOTTE, NC""",205,727,473,233,0.9146,6.588926,0,1,0,5.451038,43.41395,0.9146,6.159095
2000,"""BOSTON, MA""","""CHARLOTTE, NC""",205,727,389,271,0.9206,6.588926,0,0,1,5.602119,43.41395,0.9206,5.963579
1997,"""BOSTON, MA""","""CHICAGO, IL""",206,867,2471,211,0.4635,6.765039,0,0,0,5.351858,45.76575,0.4635,7.812378
1998,"""BOSTON, MA""","""CHICAGO, IL""",206,867,2167,219,0.4909,6.765039,1,0,0,5.389072,45.76575,0.4909,7.681099
1999,"""BOSTON, MA""","""CHICAGO, IL""",206,867,1928,271,0.4869,6.765039,0,1,0,5.602119,45.76575,0.4869,7.564239
2000,"""BOSTON, MA""","""CHICAGO, IL""",206,867,2309,243,0.4289,6.765039,0,0,1,5.493062,45.76575,0.4289,7.74457
1997,"""BOSTON, MA""","""CINCINNATI, OH""",207,752,347,280,0.8822,6.622736,0,0,0,5.634789,43.86064,0.8822,5.849325
1998,"""BOSTON, MA""","""CINCINNATI, OH""",207,752,341,293,0.9061,6.622736,1,0,0,5.680172,43.86064,0.9061,5.831882
1999,"""BOSTON, MA""","""CINCINNATI, OH""",207,752,413,256,0.8775,6.622736,0,1,0,5.545177,43.86064,0.8775,6.023448
2000,"""BOSTON, MA""","""CINCINNATI, OH""",207,752,374,263,0.8706,6.622736,0,0,1,5.572154,43.86064,0.8706,5.924256
1997,"""BOSTON, MA""","""CLEVELAND, OH""",208,563,414,252,0.8586,6.33328,0,0,0,5.529429,40.11043,0.8586,6.025866
1998,"""BOSTON, MA""","""CLEVELAND, OH""",208,563,359,231,0.8677,6.33328,1,0,0,5.442418,40.11043,0.8677,5.883322
1999,"""BOSTON, MA""","""CLEVELAND, OH""",208,563,481,219,0.7665,6.33328,0,1,0,5.389072,40.11043,0.7665,6.175867
2000,"""BOSTON, MA""","""CLEVELAND, OH""",208,563,402,251,0.836,6.33328,0,0,1,5.525453,40.11043,0.836,5.996452
1997,"""BOSTON, MA""","""CO SPRINGS, CO""",209,1783,120,249,0.2725,7.486053,0,0,0,5.517453,56.04098,0.2725,4.787492
1998,"""BOSTON, MA""","""CO SPRINGS, CO""",209,1783,106,281,0.5179,7.486053,1,0,0,5.638355,56.04098,0.5179,4.663439
1999,"""BOSTON, MA""","""CO SPRINGS, CO""",209,1783,85,311,0.5025,7.486053,0,1,0,5.739793,56.04098,0.5025,4.442651
2000,"""BOSTON, MA""","""CO SPRINGS, CO""",209,1783,139,250,0.4039,7.486053,0,0,1,5.521461,56.04098,0.4039,4.934474
1997,"""BOSTON, MA""","""COLUMBUS, OH""",210,640,365,158,0.6121,6.461468,0,0,0,5.062595,41.75057,0.6121,5.899898
1998,"""BOSTON, MA""","""COLUMBUS, OH""",210,640,429,153,0.6159,6.461468,1,0,0,5.030438,41.75057,0.6159,6.061457
1999,"""BOSTON, MA""","""COLUMBUS, OH""",210,640,524,136,0.6226,6.461468,0,1,0,4.912655,41.75057,0.6226,6.261492
2000,"""BOSTON, MA""","""COLUMBUS, OH""",210,640,323,195,0.4237,6.461468,0,0,1,5.273,41.75057,0.4237,5.777652
1997,"""BOSTON, MA""","""DALLAS, TX""",211,1562,1057,352,0.6406,7.353722,0,0,0,5.863631,54.07723,0.6406,6.96319
1998,"""BOSTON, MA""","""DALLAS, TX""",211,1562,1164,319,0.6758,7.353722,1,0,0,5.765191,54.07723,0.6758,7.059618
1999,"""BOSTON, MA""","""DALLAS, TX""",211,1562,1135,319,0.6257,7.353722,0,1,0,5.765191,54.07723,0.6257,7.034388
2000,"""BOSTON, MA""","""DALLAS, TX""",211,1562,1216,364,0.5827,7.353722,0,0,1,5.897154,54.07723,0.5827,7.103322
1997,"""BOSTON, MA""","""DENVER, CO""",212,1754,900,243,0.6734,7.469654,0,0,0,5.493062,55.79573,0.6734,6.802395
1998,"""BOSTON, MA""","""DENVER, CO""",212,1754,862,266,0.6787,7.469654,1,0,0,5.583496,55.79573,0.6787,6.759255
1999,"""BOSTON, MA""","""DENVER, CO""",212,1754,970,258,0.6975,7.469654,0,1,0,5.552959,55.79573,0.6975,6.877296
2000,"""BOSTON, MA""","""DENVER, CO""",212,1754,1043,273,0.6377,7.469654,0,0,1,5.609472,55.79573,0.6377,6.949856
1997,"""BOSTON, MA""","""DETROIT, MI""",213,632,733,256,0.8716,6.448889,0,0,0,5.545177,41.58817,0.8716,6.597146
1998,"""BOSTON, MA""","""DETROIT, MI""",213,632,731,245,0.8664,6.448889,1,0,0,5.501258,41.58817,0.8664,6.594413
1999,"""BOSTON, MA""","""DETROIT, MI""",213,632,720,262,0.8511,6.448889,0,1,0,5.568345,41.58817,0.8511,6.579251
2000,"""BOSTON, MA""","""DETROIT, MI""",213,632,647,274,0.8533,6.448889,0,0,1,5.613128,41.58817,0.8533,6.472346
1997,"""BOSTON, MA""","""FT. LAUDERDALE, FL""",214,1237,841,142,0.4747,7.120444,0,0,0,4.955827,50.70073,0.4747,6.734591
1998,"""BOSTON, MA""","""FT. LAUDERDALE, FL""",214,1237,1217,137,0.6061,7.120444,1,0,0,4.919981,50.70073,0.6061,7.104144
1999,"""BOSTON, MA""","""FT. LAUDERDALE, FL""",214,1237,1430,132,0.5701,7.120444,0,1,0,4.882802,50.70073,0.5701,7.265429
2000,"""BOSTON, MA""","""FT. LAUDERDALE, FL""",214,1237,1682,135,0.5671,7.120444,0,0,1,4.905275,50.70073,0.5671,7.427739
1997,"""BOSTON, MA""","""FT. MYERS, FL""",215,1249,663,138,0.781,7.130098,0,0,0,4.927254,50.8383,0.781,6.496775
1998,"""BOSTON, MA""","""FT. MYERS, FL""",215,1249,676,136,0.7555,7.130098,1,0,0,4.912655,50.8383,0.7555,6.516193
1999,"""BOSTON, MA""","""FT. MYERS, FL""",215,1249,767,136,0.7907,7.130098,0,1,0,4.912655,50.8383,0.7907,6.642487
2000,"""BOSTON, MA""","""FT. MYERS, FL""",215,1249,745,142,0.7858,7.130098,0,0,1,4.955827,50.8383,0.7858,6.613384
1997,"""BOSTON, MA""","""GREENSBORO, NC""",216,646,173,208,0.5408,6.470799,0,0,0,5.337538,41.87125,0.5408,5.153292
1998,"""BOSTON, MA""","""GREENSBORO, NC""",216,646,203,168,0.5315,6.470799,1,0,0,5.123964,41.87125,0.5315,5.313206
1999,"""BOSTON, MA""","""GREENSBORO, NC""",216,646,161,168,0.6422,6.470799,0,1,0,5.123964,41.87125,0.6422,5.081404
2000,"""BOSTON, MA""","""GREENSBORO, NC""",216,646,241,154,0.8257,6.470799,0,0,1,5.036952,41.87125,0.8257,5.484797
1997,"""BOSTON, MA""","""HOUSTON, TX""",217,1597,531,345,0.6942,7.375882,0,0,0,5.843544,54.40364,0.6942,6.274762
1998,"""BOSTON, MA""","""HOUSTON, TX""",217,1597,594,338,0.6314,7.375882,1,0,0,5.823046,54.40364,0.6314,6.386879
1999,"""BOSTON, MA""","""HOUSTON, TX""",217,1597,646,317,0.7035,7.375882,0,1,0,5.758902,54.40364,0.7035,6.470799
2000,"""BOSTON, MA""","""HOUSTON, TX""",217,1597,739,317,0.7258999,7.375882,0,0,1,5.758902,54.40364,0.7258999,6.605298
1997,"""BOSTON, MA""","""INDIANAPOLIS, IN""",218,818,266,244,0.6199,6.706862,0,0,0,5.497168,44.982,0.6199,5.583496
1998,"""BOSTON, MA""","""INDIANAPOLIS, IN""",218,818,245,220,0.4851,6.706862,1,0,0,5.393628,44.982,0.4851,5.501258
1999,"""BOSTON, MA""","""INDIANAPOLIS, IN""",218,818,297,210,0.4781,6.706862,0,1,0,5.347107,44.982,0.4781,5.693732
2000,"""BOSTON, MA""","""INDIANAPOLIS, IN""",218,818,320,207,0.6254,6.706862,0,0,1,5.332719,44.982,0.6254,5.768321
1997,"""BOSTON, MA""","""JACKSONVILLE, FL""",219,1012,255,150,0.526,6.919684,0,0,0,5.010635,47.88203,0.526,5.541264
1998,"""BOSTON, MA""","""JACKSONVILLE, FL""",219,1012,236,144,0.4965,6.919684,1,0,0,4.969813,47.88203,0.4965,5.463832
1999,"""BOSTON, MA""","""JACKSONVILLE, FL""",219,1012,277,128,0.4017,6.919684,0,1,0,4.85203,47.88203,0.4017,5.624018
2000,"""BOSTON, MA""","""JACKSONVILLE, FL""",219,1012,271,132,0.4697,6.919684,0,0,1,4.882802,47.88203,0.4697,5.602119
1997,"""BOSTON, MA""","""KANSAS CITY, MO""",220,1258,325,232,0.4712,7.137279,0,0,0,5.446737,50.94075,0.4712,5.783825
1998,"""BOSTON, MA""","""KANSAS CITY, MO""",220,1258,326,223,0.4512,7.137279,1,0,0,5.407172,50.94075,0.4512,5.786897
1999,"""BOSTON, MA""","""KANSAS CITY, MO""",220,1258,338,229,0.4801,7.137279,0,1,0,5.433722,50.94075,0.4801,5.823046
2000,"""BOSTON, MA""","""KANSAS CITY, MO""",220,1258,319,228,0.4268,7.137279,0,0,1,5.429346,50.94075,0.4268,5.765191
1997,"""BOSTON, MA""","""LOS ANGELES, CA""",221,2611,1523,334,0.3916,7.867488,0,0,0,5.811141,61.89737,0.3916,7.328437
1998,"""BOSTON, MA""","""LOS ANGELES, CA""",221,2611,1800,290,0.4145,7.867488,1,0,0,5.669881,61.89737,0.4145,7.495542
1999,"""BOSTON, MA""","""LOS ANGELES, CA""",221,2611,1374,364,0.4043,7.867488,0,1,0,5.897154,61.89737,0.4043,7.225482
2000,"""BOSTON, MA""","""LOS ANGELES, CA""",221,2611,1592,366,0.3686,7.867488,0,0,1,5.902633,61.89737,0.3686,7.372746
1997,"""BOSTON, MA""","""MEMPHIS, TN""",222,1140,212,232,0.7708,7.038784,0,0,0,5.446737,49.54448,0.7708,5.356586
1998,"""BOSTON, MA""","""MEMPHIS, TN""",222,1140,207,189,0.7246,7.038784,1,0,0,5.241747,49.54448,0.7246,5.332719
1999,"""BOSTON, MA""","""MEMPHIS, TN""",222,1140,249,191,0.6793,7.038784,0,1,0,5.252274,49.54448,0.6793,5.517453
2000,"""BOSTON, MA""","""MEMPHIS, TN""",222,1140,242,211,0.7825,7.038784,0,0,1,5.351858,49.54448,0.7825,5.488938
1997,"""BOSTON, MA""","""MIAMI, FL""",223,1258,850,182,0.7296,7.137279,0,0,0,5.204007,50.94075,0.7296,6.745236
1998,"""BOSTON, MA""","""MIAMI, FL""",223,1258,813,185,0.7048,7.137279,1,0,0,5.220356,50.94075,0.7048,6.700731
1999,"""BOSTON, MA""","""MIAMI, FL""",223,1258,807,190,0.7204,7.137279,0,1,0,5.247024,50.94075,0.7204,6.693324
2000,"""BOSTON, MA""","""MIAMI, FL""",223,1258,760,198,0.702,7.137279,0,0,1,5.288267,50.94075,0.702,6.633318
1997,"""BOSTON, MA""","""MILWAUKEE, WI""",224,860,336,219,0.7268,6.756932,0,0,0,5.389072,45.65613,0.7268,5.817111
1998,"""BOSTON, MA""","""MILWAUKEE, WI""",224,860,293,213,0.7422,6.756932,1,0,0,5.361292,45.65613,0.7422,5.680172
1999,"""BOSTON, MA""","""MILWAUKEE, WI""",224,860,336,195,0.6669,6.756932,0,1,0,5.273,45.65613,0.6669,5.817111
2000,"""BOSTON, MA""","""MILWAUKEE, WI""",224,860,334,223,0.6713,6.756932,0,0,1,5.407172,45.65613,0.6713,5.811141
1997,"""BOSTON, MA""","""MINNEAPOLIS, MN""",225,1124,661,343,0.7727,7.024649,0,0,0,5.83773,49.3457,0.7727,6.493754
1998,"""BOSTON, MA""","""MINNEAPOLIS, MN""",225,1124,730,280,0.82,7.024649,1,0,0,5.634789,49.3457,0.82,6.593045
1999,"""BOSTON, MA""","""MINNEAPOLIS, MN""",225,1124,1007,220,0.7711,7.024649,0,1,0,5.393628,49.3457,0.7711,6.914731
2000,"""BOSTON, MA""","""MINNEAPOLIS, MN""",225,1124,1010,247,0.7626,7.024649,0,0,1,5.509388,49.3457,0.7626,6.917706
1997,"""BOSTON, MA""","""MYRTLE BEACH, SC""",226,739,115,119,0.7811,6.605298,0,0,0,4.779123,43.62996,0.7811,4.744932
1998,"""BOSTON, MA""","""MYRTLE BEACH, SC""",226,739,126,129,0.692,6.605298,1,0,0,4.859812,43.62996,0.692,4.836282
1999,"""BOSTON, MA""","""MYRTLE BEACH, SC""",226,739,169,107,0.6752,6.605298,0,1,0,4.672829,43.62996,0.6752,5.129899
2000,"""BOSTON, MA""","""MYRTLE BEACH, SC""",226,739,204,101,0.6231,6.605298,0,0,1,4.61512,43.62996,0.6231,5.31812
1997,"""BOSTON, MA""","""NASHVILLE, TN""",227,944,265,174,0.4817,6.850126,0,0,0,5.159055,46.92423,0.4817,5.57973
1998,"""BOSTON, MA""","""NASHVILLE, TN""",227,944,208,172,0.4694,6.850126,1,0,0,5.147494,46.92423,0.4694,5.337538
1999,"""BOSTON, MA""","""NASHVILLE, TN""",227,944,215,162,0.4949,6.850126,0,1,0,5.087596,46.92423,0.4949,5.370638
2000,"""BOSTON, MA""","""NASHVILLE, TN""",227,944,161,251,0.4959,6.850126,0,0,1,5.525453,46.92423,0.4959,5.081404
1997,"""BOSTON, MA""","""NEW ORLEANS, LA""",228,1368,343,179,0.3011,7.221105,0,0,0,5.187386,52.14436,0.3011,5.83773
1998,"""BOSTON, MA""","""NEW ORLEANS, LA""",228,1368,403,156,0.2784,7.221105,1,0,0,5.049856,52.14436,0.2784,5.998937
1999,"""BOSTON, MA""","""NEW ORLEANS, LA""",228,1368,398,156,0.2889,7.221105,0,1,0,5.049856,52.14436,0.2889,5.986452
2000,"""BOSTON, MA""","""NEW ORLEANS, LA""",228,1368,428,163,0.3265,7.221105,0,0,1,5.09375,52.14436,0.3265,6.059123
1997,"""BOSTON, MA""","""NEW YORK, NY""",229,185,6563,129,0.4099,5.220356,0,0,0,4.859812,27.25212,0.4099,8.789203
1998,"""BOSTON, MA""","""NEW YORK, NY""",229,185,6415,134,0.4284,5.220356,1,0,0,4.89784,27.25212,0.4284,8.766395
1999,"""BOSTON, MA""","""NEW YORK, NY""",229,185,7096,139,0.4343,5.220356,0,1,0,4.934474,27.25212,0.4343,8.867287
2000,"""BOSTON, MA""","""NEW YORK, NY""",229,185,6883,145,0.4276,5.220356,0,0,1,4.976734,27.25212,0.4276,8.83681
1997,"""BOSTON, MA""","""NORFOLK, VA""",230,468,210,160,0.8243,6.148468,0,0,0,5.075174,37.80367,0.8243,5.347107
1998,"""BOSTON, MA""","""NORFOLK, VA""",230,468,183,170,0.8761,6.148468,1,0,0,5.135798,37.80367,0.8761,5.209486
1999,"""BOSTON, MA""","""NORFOLK, VA""",230,468,197,169,0.7085,6.148468,0,1,0,5.129899,37.80367,0.7085,5.283204
2000,"""BOSTON, MA""","""NORFOLK, VA""",230,468,180,192,0.4571,6.148468,0,0,1,5.257495,37.80367,0.4571,5.192957
1997,"""BOSTON, MA""","""ORLANDO, FL""",231,1121,2021,126,0.8033,7.021976,0,0,0,4.836282,49.30816,0.8033,7.611348
1998,"""BOSTON, MA""","""ORLANDO, FL""",231,1121,2039,123,0.7515,7.021976,1,0,0,4.812184,49.30816,0.7515,7.620215
1999,"""BOSTON, MA""","""ORLANDO, FL""",231,1121,2260,118,0.651,7.021976,0,1,0,4.770685,49.30816,0.651,7.72312
2000,"""BOSTON, MA""","""ORLANDO, FL""",231,1121,2306,129,0.5943,7.021976,0,0,1,4.859812,49.30816,0.5943,7.74327
1997,"""BOSTON, MA""","""PHILADELPHIA, PA""",232,280,1662,146,0.9078,5.634789,0,0,0,4.983607,31.75085,0.9078,7.415777
1998,"""BOSTON, MA""","""PHILADELPHIA, PA""",232,280,1782,136,0.8759,5.634789,1,0,0,4.912655,31.75085,0.8759,7.485492
1999,"""BOSTON, MA""","""PHILADELPHIA, PA""",232,280,2025,145,0.7972,5.634789,0,1,0,4.976734,31.75085,0.7972,7.613325
2000,"""BOSTON, MA""","""PHILADELPHIA, PA""",232,280,1602,207,0.7869,5.634789,0,0,1,5.332719,31.75085,0.7869,7.379008
1997,"""BOSTON, MA""","""PHOENIX, AZ""",233,2301,658,238,0.4415,7.741099,0,0,0,5.47227,59.92461,0.4415,6.489205
1998,"""BOSTON, MA""","""PHOENIX, AZ""",233,2301,527,266,0.4052,7.741099,1,0,0,5.583496,59.92461,0.4052,6.2672
1999,"""BOSTON, MA""","""PHOENIX, AZ""",233,2301,615,236,0.3469,7.741099,0,1,0,5.463832,59.92461,0.3469,6.421622
2000,"""BOSTON, MA""","""PHOENIX, AZ""",233,2301,538,294,0.3942,7.741099,0,0,1,5.68358,59.92461,0.3942,6.287858
1997,"""BOSTON, MA""","""PITTSBURGH, PA""",234,496,632,217,0.9247,6.206576,0,0,0,5.379897,38.52158,0.9247,6.448889
1998,"""BOSTON, MA""","""PITTSBURGH, PA""",234,496,628,217,0.8458,6.206576,1,0,0,5.379897,38.52158,0.8458,6.44254
1999,"""BOSTON, MA""","""PITTSBURGH, PA""",234,496,730,193,0.9318,6.206576,0,1,0,5.26269,38.52158,0.9318,6.593045
2000,"""BOSTON, MA""","""PITTSBURGH, PA""",234,496,641,237,0.9435,6.206576,0,0,1,5.46806,38.52158,0.9435,6.463029
1997,"""BOSTON, MA""","""PORTLAND, OR""",235,2541,246,339,0.2967,7.840313,0,0,0,5.826,61.47051,0.2967,5.505332
1998,"""BOSTON, MA""","""PORTLAND, OR""",235,2541,259,325,0.4114,7.840313,1,0,0,5.783825,61.47051,0.4114,5.556828
1999,"""BOSTON, MA""","""PORTLAND, OR""",235,2541,208,382,0.3158,7.840313,0,1,0,5.945421,61.47051,0.3158,5.337538
2000,"""BOSTON, MA""","""PORTLAND, OR""",235,2541,225,398,0.315,7.840313,0,0,1,5.986452,61.47051,0.315,5.416101
1997,"""BOSTON, MA""","""RALEIGH/DURHAM, NC""",236,612,537,193,0.628,6.416732,0,0,0,5.26269,41.17445,0.628,6.285998
1998,"""BOSTON, MA""","""RALEIGH/DURHAM, NC""",236,612,585,187,0.6442,6.416732,1,0,0,5.231109,41.17445,0.6442,6.371612
1999,"""BOSTON, MA""","""RALEIGH/DURHAM, NC""",236,612,741,132,0.5082,6.416732,0,1,0,4.882802,41.17445,0.5082,6.608001
2000,"""BOSTON, MA""","""RALEIGH/DURHAM, NC""",236,612,746,146,0.585,6.416732,0,0,1,4.983607,41.17445,0.585,6.614726
1997,"""BOSTON, MA""","""RICHMOND, VA""",237,474,187,202,0.7753,6.161207,0,0,0,5.308268,37.96048,0.7753,5.231109
1998,"""BOSTON, MA""","""RICHMOND, VA""",237,474,175,213,0.8587,6.161207,1,0,0,5.361292,37.96048,0.8587,5.164786
1999,"""BOSTON, MA""","""RICHMOND, VA""",237,474,211,200,0.8078,6.161207,0,1,0,5.298317,37.96048,0.8078,5.351858
2000,"""BOSTON, MA""","""RICHMOND, VA""",237,474,233,222,0.6597,6.161207,0,0,1,5.402678,37.96048,0.6597,5.451038
1997,"""BOSTON, MA""","""ROCHESTER, NY""",238,343,278,153,0.9284,5.83773,0,0,0,5.030438,34.0791,0.9284,5.627621
1998,"""BOSTON, MA""","""ROCHESTER, NY""",238,343,279,125,0.9144,5.83773,1,0,0,4.828314,34.0791,0.9144,5.631212
1999,"""BOSTON, MA""","""ROCHESTER, NY""",238,343,243,152,0.9431,5.83773,0,1,0,5.02388,34.0791,0.9431,5.493062
2000,"""BOSTON, MA""","""ROCHESTER, NY""",238,343,334,172,0.7229,5.83773,0,0,1,5.147494,34.0791,0.7229,5.811141
1997,"""BOSTON, MA""","""SACRAMENTO, CA""",239,2642,121,324,0.3262,7.879292,0,0,0,5.780744,62.08324,0.3262,4.795791
1998,"""BOSTON, MA""","""SACRAMENTO, CA""",239,2642,104,358,0.446,7.879292,1,0,0,5.880533,62.08324,0.446,4.644391
1999,"""BOSTON, MA""","""SACRAMENTO, CA""",239,2642,113,375,0.4058,7.879292,0,1,0,5.926926,62.08324,0.4058,4.727388
2000,"""BOSTON, MA""","""SACRAMENTO, CA""",239,2642,118,407,0.4413,7.879292,0,0,1,6.008813,62.08324,0.4413,4.770685
1997,"""BOSTON, MA""","""SALT LAKE CITY, UT""",240,2106,242,289,0.707,7.652546,0,0,0,5.666427,58.56146,0.707,5.488938
1998,"""BOSTON, MA""","""SALT LAKE CITY, UT""",240,2106,274,300,0.687,7.652546,1,0,0,5.703783,58.56146,0.687,5.613128
1999,"""BOSTON, MA""","""SALT LAKE CITY, UT""",240,2106,284,311,0.625,7.652546,0,1,0,5.739793,58.56146,0.625,5.648974
2000,"""BOSTON, MA""","""SALT LAKE CITY, UT""",240,2106,309,300,0.6394,7.652546,0,0,1,5.703783,58.56146,0.6394,5.733341
1997,"""BOSTON, MA""","""SAN DIEGO, CA""",241,2588,490,276,0.2872,7.858641,0,0,0,5.620401,61.75823,0.2872,6.194406
1998,"""BOSTON, MA""","""SAN DIEGO, CA""",241,2588,434,312,0.4348,7.858641,1,0,0,5.743003,61.75823,0.4348,6.073044
1999,"""BOSTON, MA""","""SAN DIEGO, CA""",241,2588,394,331,0.4564,7.858641,0,1,0,5.802118,61.75823,0.4564,5.976351
2000,"""BOSTON, MA""","""SAN DIEGO, CA""",241,2588,463,352,0.4025,7.858641,0,0,1,5.863631,61.75823,0.4025,6.137727
1997,"""BOSTON, MA""","""SAN FRANCISCO, CA""",242,2704,1548,460,0.6285,7.902487,0,0,0,6.131227,62.44931,0.6285,7.344719
1998,"""BOSTON, MA""","""SAN FRANCISCO, CA""",242,2704,1811,382,0.5733,7.902487,1,0,0,5.945421,62.44931,0.5733,7.501635
1999,"""BOSTON, MA""","""SAN FRANCISCO, CA""",242,2704,1709,453,0.5562,7.902487,0,1,0,6.115892,62.44931,0.5562,7.443664
2000,"""BOSTON, MA""","""SAN FRANCISCO, CA""",242,2704,1815,488,0.4996,7.902487,0,0,1,6.190315,62.44931,0.4996,7.503841
1997,"""BOSTON, MA""","""SAN JOSE, CA""",243,2689,473,459,0.6745,7.896924,0,0,0,6.12905,62.36142,0.6745,6.159095
1998,"""BOSTON, MA""","""SAN JOSE, CA""",243,2689,550,408,0.6572,7.896924,1,0,0,6.011267,62.36142,0.6572,6.309918
1999,"""BOSTON, MA""","""SAN JOSE, CA""",243,2689,530,452,0.7043,7.896924,0,1,0,6.113682,62.36142,0.7043,6.272877
2000,"""BOSTON, MA""","""SAN JOSE, CA""",243,2689,601,522,0.7095,7.896924,0,0,1,6.257668,62.36142,0.7095,6.398595
1997,"""BOSTON, MA""","""SANTA ANA, CA""",244,2592,212,363,0.3129,7.860185,0,0,0,5.894403,61.78251,0.3129,5.356586
1998,"""BOSTON, MA""","""SANTA ANA, CA""",244,2592,175,403,0.2757,7.860185,1,0,0,5.998937,61.78251,0.2757,5.164786
1999,"""BOSTON, MA""","""SANTA ANA, CA""",244,2592,209,363,0.227,7.860185,0,1,0,5.894403,61.78251,0.227,5.342334
2000,"""BOSTON, MA""","""SANTA ANA, CA""",244,2592,177,410,0.2623,7.860185,0,0,1,6.016157,61.78251,0.2623,5.17615
1997,"""BOSTON, MA""","""SARASOTA, FL""",245,1222,193,136,0.6413,7.108244,0,0,0,4.912655,50.52713,0.6413,5.26269
1998,"""BOSTON, MA""","""SARASOTA, FL""",245,1222,162,138,0.496,7.108244,1,0,0,4.927254,50.52713,0.496,5.087596
1999,"""BOSTON, MA""","""SARASOTA, FL""",245,1222,147,143,0.4841,7.108244,0,1,0,4.962845,50.52713,0.4841,4.990433
2000,"""BOSTON, MA""","""SARASOTA, FL""",245,1222,121,153,0.4363,7.108244,0,0,1,5.030438,50.52713,0.4363,4.795791
1997,"""BOSTON, MA""","""SEATTLE, WA""",246,2497,552,301,0.4117,7.822845,0,0,0,5.70711,61.19691,0.4117,6.313548
1998,"""BOSTON, MA""","""SEATTLE, WA""",246,2497,537,299,0.363,7.822845,1,0,0,5.700444,61.19691,0.363,6.285998
1999,"""BOSTON, MA""","""SEATTLE, WA""",246,2497,527,334,0.3266,7.822845,0,1,0,5.811141,61.19691,0.3266,6.2672
2000,"""BOSTON, MA""","""SEATTLE, WA""",246,2497,500,363,0.2817,7.822845,0,0,1,5.894403,61.19691,0.2817,6.214608
1997,"""BOSTON, MA""","""ST. LOUIS, MO""",247,1046,344,310,0.7197,6.952729,0,0,0,5.736572,48.34044,0.7197,5.840641
1998,"""BOSTON, MA""","""ST. LOUIS, MO""",247,1046,338,309,0.7878,6.952729,1,0,0,5.733341,48.34044,0.7878,5.823046
1999,"""BOSTON, MA""","""ST. LOUIS, MO""",247,1046,322,336,0.7254,6.952729,0,1,0,5.817111,48.34044,0.7254,5.774551
2000,"""BOSTON, MA""","""ST. LOUIS, MO""",247,1046,319,370,0.7421,6.952729,0,0,1,5.913503,48.34044,0.7421,5.765191
1997,"""BOSTON, MA""","""TAMPA, FL""",248,1185,1103,137,0.5171,7.077498,0,0,0,4.919981,50.09098,0.5171,7.005789
1998,"""BOSTON, MA""","""TAMPA, FL""",248,1185,1034,126,0.56,7.077498,1,0,0,4.836282,50.09098,0.56,6.94119
1999,"""BOSTON, MA""","""TAMPA, FL""",248,1185,1226,125,0.4527,7.077498,0,1,0,4.828314,50.09098,0.4527,7.111512
2000,"""BOSTON, MA""","""TAMPA, FL""",248,1185,1224,133,0.5312,7.077498,0,0,1,4.890349,50.09098,0.5312,7.109879
1997,"""BOSTON, MA""","""WASHINGTON, DC""",249,406,3362,141,0.7144001,6.006353,0,0,0,4.94876,36.07628,0.7144001,8.120292
1998,"""BOSTON, MA""","""WASHINGTON, DC""",249,406,3667,126,0.7758,6.006353,1,0,0,4.836282,36.07628,0.7758,8.207129
1999,"""BOSTON, MA""","""WASHINGTON, DC""",249,406,4052,121,0.6375,6.006353,0,1,0,4.795791,36.07628,0.6375,8.306966
2000,"""BOSTON, MA""","""WASHINGTON, DC""",249,406,3625,152,0.6004,6.006353,0,0,1,5.02388,36.07628,0.6004,8.195609
1997,"""BOSTON, MA""","""WEST PALM BEACH, FL""",250,1197,1037,149,0.702,7.087574,0,0,0,5.003946,50.2337,0.702,6.944087
1998,"""BOSTON, MA""","""WEST PALM BEACH, FL""",250,1197,863,152,0.7373,7.087574,1,0,0,5.02388,50.2337,0.7373,6.760415
