state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn,dkids,dpost,dkidsdpost,onekid,twokid,onepost,twopost,dpost92,dkidpost92
57,1991,6.300000191,2,1,325.2422908,0,35,10,0,0.325242291,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,1,1,0,0,22,10,0,0,1,0,0,1,0,0,0,0,0
57,1991,6.300000191,0,1,4195.154185,0,30,3,0,4.195154185,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,2,1,4284.713656,0,52,3,0,4.284713656,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,1,1,2392.180617,0,42,7,0,2.392180617,1,0,0,1,0,0,0,0,0
57,1991,6.300000191,0,0,27692.73128,25925.11013,51,11,1,1.767621145,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,2,1,15394.80176,12448.76652,29,11,1,2.946035242,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,1,2361.54185,0,39,10,0,2.36154185,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,3,1,5172.059471,5008.259912,25,7,1,0.163799559,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,1,13907.64317,11548.45815,29,11,1,2.359185022,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,3,0,1808.865639,0,34,10,0,1.808865639,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,0,84112.84141,59549.97797,30,11,1,24.56286344,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,1,1,2488.810573,0,50,7,0,2.488810573,1,0,0,1,0,0,0,0,0
57,1991,6.300000191,2,1,9082.037445,0,33,7,0,9.082037445,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,0,0,0,30,11,0,0,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,1,1,2637.290749,0,29,9,0,2.637290749,1,0,0,1,0,0,0,0,0
57,1991,6.300000191,1,0,19302.42291,17157.70925,28,9,1,2.144713656,1,0,0,1,0,0,0,0,0
57,1991,6.300000191,0,0,69172.90749,64577.09251,22,0,0,4.595814978,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,3,1,1795.903084,0,28,7,0,1.795903084,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,0,5892.070485,5892.070485,42,3,0,0,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,5,1,4737.22467,0,39,7,0,4.73722467,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,2,1,3605.947137,636.3436123,26,10,1,2.969603524,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,4,1,8291.321586,7188.325991,30,10,1,1.102995595,1,0,0,0,1,0,0,0,0
57,1991,6.300000191,0,0,12297.92952,10723.56828,52,7,1,1.574361234,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,0,1,54914.09692,52085.90308,26,10,1,2.828193833,0,0,0,0,0,0,0,0,0
57,1991,6.300000191,0,1,2969.603524,0,50,3,0,2.969603524,0,0,0,0,0,0,0,0,0
58,1991,5,7,1,6731.101322,0,29,10,0,6.731101322,1,0,0,0,1,0,0,0,0
58,1991,5,0,0,4713.656388,4713.656388,27,11,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,0,0,53382.15859,53382.15859,51,9,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,4,1,707.0484582,0,38,10,0,0.707048458,1,0,0,0,1,0,0,0,0
58,1991,5,0,1,23704.97797,20834.36123,25,10,0,2.87061674,0,0,0,0,0,0,0,0,0
58,1991,5,2,1,9785.550661,0,38,11,0,9.785550661,1,0,0,0,1,0,0,0,0
58,1991,5,3,1,16530.79295,0,52,11,0,16.53079295,1,0,0,0,1,0,0,0,0
58,1991,5,1,1,13151.10132,0,46,10,0,13.15110132,1,0,0,1,0,0,0,0,0
58,1991,5,2,1,1022.863436,0,30,10,0,1.022863436,1,0,0,0,1,0,0,0,0
58,1991,5,2,1,7070.484582,5892.070485,20,10,1,1.178414097,1,0,0,0,1,0,0,0,0
58,1991,5,2,1,7188.325991,5420.704846,23,9,1,1.767621145,1,0,0,0,1,0,0,0,0
58,1991,5,3,1,66344.71366,64812.77533,54,0,1,1.531938326,1,0,0,0,1,0,0,0,0
58,1991,5,0,0,14595.837,0,48,7,0,14.595837,0,0,0,0,0,0,0,0,0
58,1991,5,0,1,35361.85022,27103.52423,50,11,0,8.258325991,0,0,0,0,0,0,0,0,0
58,1991,5,3,1,5514.977974,848.4581498,38,10,0,4.666519824,1,0,0,0,1,0,0,0,0
58,1991,5,0,1,7934.262115,0,50,11,0,7.934262115,0,0,0,0,0,0,0,0,0
58,1991,5,1,1,0,0,21,11,0,0,1,0,0,1,0,0,0,0,0
58,1991,5,3,0,1178.414097,1178.414097,22,7,1,0,1,0,0,0,1,0,0,0,0
58,1991,5,1,0,11354.01982,10800.1652,33,9,1,0.553854626,1,0,0,1,0,0,0,0,0
58,1991,5,1,0,7983.755507,707.0484582,52,10,1,7.276707049,1,0,0,1,0,0,0,0,0
58,1991,5,0,1,9427.312775,9427.312775,52,7,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,0,0,6085.330397,117.8414097,30,10,1,5.967488987,0,0,0,0,0,0,0,0,0
58,1991,5,4,1,8080.385463,2356.828194,24,11,1,5.723557269,1,0,0,0,1,0,0,0,0
58,1991,5,3,1,8238.292952,1225.550661,27,10,1,7.012742291,1,0,0,0,1,0,0,0,0
58,1991,5,0,0,5902.676212,0,53,11,0,5.902676212,0,0,0,0,0,0,0,0,0
58,1991,5,1,1,0,0,28,10,0,0,1,0,0,1,0,0,0,0,0
58,1991,5,0,1,6028.76652,0,54,11,0,6.02876652,0,0,0,0,0,0,0,0,0
58,1991,5,2,0,89194.163,81310.57269,52,11,0,7.883590308,1,0,0,0,1,0,0,0,0
58,1991,5,0,0,14199.88987,14199.88987,53,11,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,2,1,5656.387665,2828.193833,22,10,1,2.828193833,1,0,0,0,1,0,0,0,0
58,1991,5,0,1,20304.07489,20304.07489,48,10,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,0,0,5577.433921,0,54,11,0,5.577433921,0,0,0,0,0,0,0,0,0
58,1991,5,1,1,6375.220264,4713.656388,39,10,1,1.661563877,1,0,0,1,0,0,0,0,0
58,1991,5,0,0,45964.04185,45958.14978,21,10,1,0.00589207,0,0,0,0,0,0,0,0,0
58,1991,5,0,1,930.9471366,0,46,9,0,0.930947137,0,0,0,0,0,0,0,0,0
58,1991,5,0,1,24746.69604,24746.69604,38,11,1,0,0,0,0,0,0,0,0,0,0
58,1991,5,3,1,16530.79295,0,31,11,0,16.53079295,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,10887.36784,9592.290749,30,7,1,1.295077093,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,3094.515419,2418.105727,21,11,1,0.676409692,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,2333.259912,2333.259912,24,11,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,13877.00441,13877.00441,53,9,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,11784.14097,11784.14097,24,10,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,7,1,8164.052863,4006.60793,37,7,1,4.157444934,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,1814.757709,0,48,7,0,1.814757709,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,11035.84802,11035.84802,52,7,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,1,13877.00441,13877.00441,27,11,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,0,1,30638.76652,28046.25551,54,7,1,2.592511013,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,0,35749.54846,30049.55947,24,9,0,5.699988987,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,0,1,9723.094714,9723.094714,26,10,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,51915.03304,46891.45374,30,11,1,5.023579295,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,707.0484582,0,26,11,0,0.707048458,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,12964.91189,12962.55507,42,10,1,0.002356828,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,40708.31498,39866.92731,21,10,1,0.841387665,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,16792.40088,16497.79736,52,9,1,0.294603524,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,5892.070485,5892.070485,39,10,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,3,1,34646.55286,25807.26872,26,9,0,8.839284141,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,6600.297357,1567.290749,28,10,1,5.033006608,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,5,1,5656.387665,0,34,10,0,5.656387665,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,8072.136564,4242.290749,38,7,1,3.829845815,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,11966.79515,4713.656388,41,11,1,7.253138767,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,6600.297357,1567.290749,52,10,1,5.033006608,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,3785.066079,0,43,9,0,3.785066079,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,14741.96035,14741.96035,46,7,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,56662.86344,49493.39207,21,11,0,7.169471366,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,14140.96916,14140.96916,40,10,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,1,7777.53304,7777.53304,43,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,1,18854.62555,18854.62555,44,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,7447.577093,7070.484582,51,7,1,0.377092511,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,4,1,7253.138767,989.8678414,43,11,1,6.263270925,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,65535.14317,6420,45,9,1,59.11514317,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,4,1,4859.779736,0,36,11,0,4.859779736,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,24746.69604,22389.86784,22,11,1,2.356828194,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,12712.73128,0,49,7,0,12.71273128,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,13787.44493,13787.44493,26,10,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,14527.48899,13671.96035,27,9,1,0.855528634,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,3,1,4481.508811,1414.096916,27,11,1,3.067411894,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,5302.863436,5302.863436,43,11,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,29852.76432,21564.97797,34,11,1,8.287786344,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,6681.60793,5621.035242,32,7,1,1.060572687,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,0,0,28284.29515,28281.93833,36,9,0,0.002356828,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,3,1,5005.903084,0,24,10,0,5.005903084,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,1,0,0,27,11,0,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,0,0,22257.88546,0,43,7,0,22.25788546,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,4,1,9662.995595,4713.656388,27,11,1,4.949339207,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,7178.898678,4638.237886,21,10,1,2.540660793,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,42140.08811,42140.08811,44,9,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,9102.070485,6599.118943,28,0,1,2.502951542,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,10887.36784,9592.290749,22,7,1,1.295077093,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,3,1,0,0,20,7,0,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,1,8512.863436,0,51,7,0,8.512863436,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,0,1,27103.52423,27103.52423,47,11,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,8512.863436,0,36,10,0,8.512863436,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,4,1,4284.713656,0,38,3,0,4.284713656,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,4,1,6024.052863,0,27,10,0,6.024052863,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,6,0,19005.46256,353.5242291,36,10,1,18.65193833,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,1,9820.903084,0,42,10,0,9.820903084,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,24749.05286,24746.69604,44,10,1,0.002356828,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,4694.801762,0,53,9,0,4.694801762,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,4694.801762,0,41,10,0,4.694801762,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,51915.03304,46891.45374,27,11,1,5.023579295,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,65991.18943,58920.70485,44,10,1,7.070484582,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,0,353.5242291,117.8414097,28,11,1,0.235682819,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,1,3407.973568,0,38,11,0,3.407973568,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,8248.898678,8248.898678,22,11,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,0,12161.23348,0,33,11,0,12.16123348,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,589.2070485,589.2070485,26,11,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,0,0,27,11,0,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,7070.484582,7070.484582,40,10,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,22404.00881,22389.86784,48,11,1,0.014140969,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,4157.444934,0,49,10,0,4.157444934,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,22625.55066,22625.55066,21,11,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,12962.55507,12962.55507,38,9,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,4713.656388,4713.656388,30,7,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,7447.577093,0,30,10,0,7.447577093,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,20975.77093,16262.11454,44,10,1,4.713656388,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,4072.599119,0,30,11,0,4.072599119,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,844.9229075,844.9229075,21,9,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,13481.05727,13481.05727,21,11,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,11404.69163,11404.69163,20,7,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,3,1,27103.52423,27103.52423,21,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,131553.4361,59073.89868,22,10,1,72.47953745,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,5939.207049,0,30,11,0,5.939207049,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,7777.53304,7777.53304,20,10,0,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,9333.039648,9333.039648,35,10,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,6,1,4892.77533,0,44,10,0,4.89277533,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,47333.35903,32524.22908,45,7,0,14.80912996,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,8173.480176,0,49,10,0,8.173480176,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,0,81457.87445,68348.01762,54,11,1,13.10985683,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,11194.93392,11194.93392,38,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,17699.77974,17676.21145,23,9,1,0.023568282,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,0,64831.62996,64812.77533,23,11,0,0.018854626,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,7821.134361,0,31,11,0,7.821134361,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,3,1,9427.312775,9427.312775,26,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,9191.629956,9191.629956,47,3,1,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,11901.98238,11312.77533,39,11,1,0.589207048,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,17735.13216,17676.21145,32,10,0,0.058920705,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,2,1,5915.638767,1673.348018,26,3,0,4.242290749,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,0,9745.484582,0,25,9,0,9.745484582,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,3,0,62213.19383,0,27,11,0,62.21319383,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,3,1,5147.312775,0,38,11,0,5.147312775,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,0,7275.528634,0,31,7,0,7.275528634,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,1,18409.18502,18409.18502,43,0,1,0,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,4,1,1414.096916,1414.096916,22,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,37520.70485,26137.22467,41,9,1,11.38348018,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,0,4115.022026,0,23,10,0,4.115022026,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,3,1,29460.35242,29460.35242,31,11,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,1,4124.449339,0,53,7,0,4.124449339,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,1,16497.79736,16497.79736,35,9,1,0,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,1,1,29283.59031,28399.77974,42,11,1,0.883810573,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,2,1,1767.621145,353.5242291,26,9,1,1.414096916,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,2,0,5543.259912,0,32,7,0,5.543259912,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,3,1,4892.77533,0,29,11,0,4.89277533,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,0,29059.69163,28281.93833,20,10,1,0.777753304,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,0,1,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,26818.34802,18854.62555,31,11,1,7.963722467,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,3,0,5090.748899,0,45,7,0,5.090748899,1,0,0,0,1,0,0,0,0
59,1991,7.400000095,0,1,25461.99339,19679.51542,20,9,0,5.782477974,0,0,0,0,0,0,0,0,0
59,1991,7.400000095,1,1,7.070484582,0,20,11,0,0.007070485,1,0,0,1,0,0,0,0,0
59,1991,7.400000095,1,0,4713.656388,4713.656388,22,11,1,0,1,0,0,1,0,0,0,0,0
61,1991,7.5,4,0,4470.903084,0,35,7,0,4.470903084,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,1,2710.352423,0,40,7,0,2.710352423,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,34795.03304,32995.59471,34,9,1,1.799438326,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,24982.37886,23568.28194,32,11,1,1.414096916,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,2757.488987,0,33,7,0,2.757488987,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,2771.629956,0,23,7,0,2.771629956,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,2771.629956,0,21,11,0,2.771629956,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,1753.480176,589.2070485,44,7,1,1.164273128,1,0,0,1,0,0,0,0,0
61,1991,7.5,3,0,4030.176212,0,21,7,0,4.030176212,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,0,2771.629956,0,38,9,0,2.771629956,1,0,0,1,0,0,0,0,0
61,1991,7.5,0,0,7169.471366,7169.471366,32,11,1,0,0,0,0,0,0,0,0,0,0
61,1991,7.5,2,0,14409.64758,0,40,7,0,14.40964758,1,0,0,0,1,0,0,0,0
61,1991,7.5,0,0,42367.52203,25842.62115,42,11,1,16.52490088,0,0,0,0,0,0,0,0,0
61,1991,7.5,0,1,6178.42511,0,49,9,0,6.17842511,0,0,0,0,0,0,0,0,0
61,1991,7.5,1,0,2828.193833,0,22,9,0,2.828193833,1,0,0,1,0,0,0,0,0
61,1991,7.5,4,0,4737.22467,0,22,11,0,4.73722467,1,0,0,0,1,0,0,0,0
61,1991,7.5,0,0,4030.176212,0,42,7,0,4.030176212,0,0,0,0,0,0,0,0,0
61,1991,7.5,2,0,3224.140969,0,20,10,0,3.224140969,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,0,2771.629956,0,20,7,0,2.771629956,1,0,0,1,0,0,0,0,0
61,1991,7.5,2,0,9427.312775,8248.898678,26,11,1,1.178414097,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,0,10789.55947,8413.876652,36,10,1,2.375682819,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,0,0,0,20,9,0,0,1,0,0,1,0,0,0,0,0
61,1991,7.5,1,1,6536.662996,3535.242291,26,11,1,3.001420705,1,0,0,1,0,0,0,0,0
61,1991,7.5,0,0,11784.14097,11784.14097,44,9,1,0,0,0,0,0,0,0,0,0,0
61,1991,7.5,2,0,3338.447137,114.3061674,26,10,1,3.224140969,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,0,4086.740088,0,21,9,0,4.086740088,1,0,0,1,0,0,0,0,0
61,1991,7.5,2,0,3224.140969,0,23,9,0,3.224140969,1,0,0,0,1,0,0,0,0
61,1991,7.5,0,0,12209.54846,0,46,7,0,12.20954846,0,0,0,0,0,0,0,0,0
61,1991,7.5,0,0,12233.11674,0,48,0,0,12.23311674,0,0,0,0,0,0,0,0,0
61,1991,7.5,0,0,87049.44934,69526.43172,28,10,1,17.52301762,0,0,0,0,0,0,0,0,0
61,1991,7.5,1,0,11779.42731,1885.462555,46,7,0,9.893964758,1,0,0,1,0,0,0,0,0
61,1991,7.5,0,0,24157.48899,14140.96916,35,10,1,10.01651982,0,0,0,0,0,0,0,0,0
61,1991,7.5,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,0
61,1991,7.5,0,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0
61,1991,7.5,2,0,2658.502203,0,30,10,0,2.658502203,1,0,0,0,1,0,0,0,0
61,1991,7.5,1,0,2653.788546,0,29,10,0,2.653788546,1,0,0,1,0,0,0,0,0
61,1991,7.5,0,0,21211.45374,21211.45374,42,11,1,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,1,0,14140.96916,2356.828194,32,10,1,11.78414097,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,4,1,3591.806167,0,28,11,0,3.591806167,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,1,9714.845815,9714.845815,51,7,1,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,1,5892.070485,5892.070485,37,11,1,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,1,0,0,0,35,10,0,0,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,2,0,7541.85022,7541.85022,33,11,1,0,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,2,1,7329.735683,471.3656388,46,11,0,6.858370044,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,1,0,13465.73789,7698.579295,51,7,1,5.76715859,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,3,0,14117.40088,11666.29956,30,10,1,2.451101322,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,1,0,5876.751101,0,50,10,0,5.876751101,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,5,1,4338.920705,535,29,9,1,3.803920705,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,0,17604.32819,16308.07269,20,9,0,1.296255507,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,3,0,24446.20044,13825.15419,34,11,1,10.62104626,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,1,0,1468.303965,0,54,7,0,1.468303965,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,3,1,2574.834802,453.6894273,20,9,1,2.121145374,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,0,11496.60793,0,42,7,0,11.49660793,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,0,7400.440529,0,53,7,0,7.400440529,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,3,1,3195.859031,0,35,10,0,3.195859031,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,2,0,7466.431718,0,44,3,0,7.466431718,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,1,5967.488987,0,27,11,0,5.967488987,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,1,5359.427313,0,35,11,0,5.359427313,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,2,0,2121.145374,0,27,7,0,2.121145374,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,1,21828.94273,12962.55507,51,11,1,8.866387665,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,0,28517.62115,20033.03965,46,9,0,8.484581498,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,1,0,0,42,11,0,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,1,15180.3304,5208.590308,29,0,1,9.971740088,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,2,0,2036.29956,0,42,0,0,2.03629956,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,2,0,6422.356828,4242.290749,35,11,1,2.180066079,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,0,11383.48018,1767.621145,53,9,0,9.615859031,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,1,1,9647.676212,5048.325991,38,11,1,4.59935022,1,0,0,1,0,0,0,0,0
62,1991,6.699999809,2,1,4624.096916,0,34,10,0,4.624096916,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,1,0,0,45,11,0,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,1,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,4,1,3733.215859,0,24,10,0,3.733215859,1,0,0,0,1,0,0,0,0
62,1991,6.699999809,0,0,23417.44493,15625.77093,23,0,0,7.791674009,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,0,10417.18062,10417.18062,25,11,1,0,0,0,0,0,0,0,0,0,0
62,1991,6.699999809,0,0,83903.0837,57742.29075,22,10,1,26.16079295,0,0,0,0,0,0,0,0,0
